chemical_name	cas_no	Drug Name	CAS Number	UNII	Pharmacology Classification	Pharmacology Description	Indication
indomethacin morpholinylamide		2-(1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl)-1-morpholinoethanone	2854-32-2				
indomethacin phenethylamide		N-(2-Phenylethyl)indomethacin Amide	261766-32-9				
indopan	299-26-3	alpha-Methyltryptamine	299-26-3	BIK35ACJ0Q			
indophenyl acetate	7761-80-0	2,5-Cyclohexadien-1-one, 4-[[4-(acetyloxy)phenyl]imino]-	7761-80-0	I0H60V4I6S			
Indoprofen	31842-01-0	Indoprofen	31842-01-0	CPE46ZU14N	Cyclooxygenase Inhibitors	Compounds or agents that combine with cyclooxygenase (PROSTAGLANDIN-ENDOPEROXIDE SYNTHASES) and thereby prevent its substrate-enzyme combination with arachidonic acid and the formation of eicosanoids, prostaglandins, and thromboxanes. (See all compounds classified as Cyclooxygenase Inhibitors.)	
Indoramin	26844-12-2	Indoramin	26844-12-2	0Z802HMY7H	Antihypertensive Agents	Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)	
indoxacarb		Indoxacarb	173584-44-6	52H0D26MWR			Treatment and prevention of flea infestation. For dogs and cats: Treatment and prevention of flea infestation. The veterinary medicinal product can be used as part of a treatment strategy for flea-allergy dermatitis. Developing stages of fleas in the pet's immediate surroundings are killed following contact with Activyl-treated pets.
indoxam		Indoxam					
indoxyl acetate	608-08-2	3-Acetoxyindole	608-08-2	3AF7Z8794Q			
Industrial Waste		Industrial Waste					
inecalcitol		Inecalcitol	163217-09-2	05FZV98342			Investigated for use/treatment in prostate cancer, psoriasis and hyperparathyroidism.
inermin		Maackiain	2035-15-6	TF360D25IJ			
infigratinib		Infigratinib	872511-34-7	A4055ME1VK	Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	Infigratinib is indicated for the treatment of previously treated, unresectable locally advanced or metastatic cholangiocarcinoma in adults with a fibroblast growth factor receptor 2 (FGFR2) fusion or another rearrangement as detected by an FDA-approved test.
ingenol dibenzoate	59086-90-7	Ingenol 3,20-dibenzoate	59086-90-7				
iniparib		Iniparib	160003-66-7	2ZWI7KHK8F	Poly(ADP-ribose) Polymerase Inhibitors	Chemicals and drugs that inhibit the action of POLY(ADP-RIBOSE)POLYMERASES. (See all compounds classified as Poly(ADP-ribose) Polymerase Inhibitors.)	
INO 1001		INO 1001					
Inorganic Chemicals		Inorganic Chemicals					
Inosine	58-63-9	Inosine	58-63-9	5A614L51CT			The primary popular claim made for inosine, that it enhances exercise and athletic performance, is refuted by the available research data. There is some preliminary evidence that inosine may have some neurorestorative, anti-inflammatory, immunomodulatory and cardioprotective effects.
Inosine Diphosphate	86-04-4	Inosine diphosphate	86-04-4	F15JU6D39T			
Inosine Monophosphate	131-99-7	Inosinic Acid	131-99-7	TAO7US05G5			
Inositol	6917-35-7	Inositol	87-89-8	8LQ63P85IC			Inositol may be used in food without any limitation. As a drug, inositol is used as a nutrient supplement in special dietary foods and infant formula. As it presents a relevant role in ensuring oocyte fertility, inositol has been studied for its use in the management of polycystic ovaries. Inositol is also being researched for the treatment of diabetes, prevention of metabolic syndrome, aid agent for weight loss, treatment of depression, psychiatric disorder and anxiety disorder and for prevention of cancer.
inositol 1-phosphate	15421-51-9	Inositol 1-phosphate	573-35-3	5G9I890092			
Inositol 1,4,5-Trisphosphate	85166-31-0	d-Myo-inositol-1,4,5-triphosphate	85166-31-0	MU34XVK5NR			
inositol pentaphosphate	25663-09-6	Inositol pentakisphosphate	25663-09-6				
Inositol Phosphates		Inositol Phosphates					
inositol-1,3,4,5-tetrakisphosphate	102850-29-3	Inositol 1,3,4,5-tetrakisphosphate	102850-29-3	XK67P86535			
inositol-1,3,4,5,6-pentakisphosphate		Inositol 1,3,4,5,6-pentakisphosphate	20298-95-7	8444PN9XUW			
inostamycin	129905-10-8	Inostamycin	129905-10-8				
insecticidal crystal protein, Bacillus Thuringiensis		insecticidal crystal protein, Bacillus Thuringiensis					
Insecticides		Insecticides					
Insulin		Insulin	9004-10-8		Hypoglycemic Agents	Substances which lower blood glucose levels. (See all compounds classified as Hypoglycemic Agents.)	
Insulin Glargine		Basaglar	160337-95-1		Hypoglycemic Agents	Substances which lower blood glucose levels. (See all compounds classified as Hypoglycemic Agents.)	
insulin, Asp(B10)-		insulin, Asp(B10)-					
INT 131		Benzenesulfonamide, 2,4-dichloro-N-(3,5-dichloro-4-(3-quinolinyloxy)phenyl)-	315224-26-1	E7ILQ6U50J			Investigated for use/treatment in diabetes mellitus type 2.
interferon alfa-n1		Interferon alfa-n1					
Interferon alpha-2		IFN-alpha2					
Interferon beta-1b	145155-23-3	145155-23-3					
Interferon-alpha		Interferon-alpha					
Interferons	9008-11-1	Interferons					
Interleukin 1 Receptor Antagonist Protein		Interleukin 1 Receptor Antagonist Protein					
Interleukin-6		IL-6					
intermedine		Intermedine, (+)-	10285-06-0	DLC9FEP81A			
Inulin	9005-80-5	9005-80-5					
inuviscolide		Inuviscolide	63109-30-8				
invasin, Yersinia	114073-91-5	Invasin, Yersinia					
Iodates		Iodates					
Iodides		Iodide Ion	100934-04-1	09G4I6V86Q			
Iodine	7553-56-2	Iodine	7553-56-2	9679TC07X4	Anti-Infective Agents, Local	Substances used on humans and other animals that destroy harmful microorganisms or inhibit their activity. They are distinguished from DISINFECTANTS, which are used on inanimate objects. (See all compounds classified as Anti-Infective Agents, Local.)	Investigated for use/treatment in breast disorders (unspecified) and pain (acute or chronic).
Iodine-131		Iodine I-131	10043-66-0	I5X6L61HUT			
iodixanol	92339-11-2	Iodixanol	92339-11-2	HW8W27HTXX	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	Iodixanol is a contrast agent during coronary angiography.
iodo-alpha-bungarotoxin	77097-81-5	Iodo-alpha-bungarotoxin					
Iodoacetamide	144-48-9	Iodoacetamide	144-48-9	ZRH8M27S79	Alkylating Agents	Highly reactive chemicals that introduce alkyl radicals into biologically active molecules and thereby prevent their proper functioning. Many are used as antineoplastic agents, but most are very toxic, with carcinogenic, mutagenic, teratogenic, and immunosuppressant actions. They have also been used as components in poison gases. (See all compounds classified as Alkylating Agents.)	
Iodoacetates		Iodoacetates					
Iodoacetic Acid	64-69-7	Iodoacetic acid	64-69-7	WF5188V710	Enzyme Inhibitors	Compounds or agents that combine with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction. (See all compounds classified as Enzyme Inhibitors.)	
iodobisphenol A		iodobisphenol A					
Iodocyanopindolol	83498-72-0	Iodocyanopindolol	83498-72-0	WP4LUA5RAK	Adrenergic beta-Antagonists	Drugs that bind to but do not activate beta-adrenergic receptors thereby blocking the actions of beta-adrenergic agonists. Adrenergic beta-antagonists are used for treatment of hypertension, cardiac arrhythmias, angina pectoris, glaucoma, migraine headaches, and anxiety. (See all compounds classified as Adrenergic beta-Antagonists.)	
iodofenphos	18181-70-9	Iodofenphos	18181-70-9	SME6G1846X			
iodoform	75-47-8	Iodoform	75-47-8	KXI2J76489			No approved therapeutic indications.
iodopravadoline		(6-iodo-2-methyl-1-(2-morpholinoethyl)-1H-indol-3-yl)(4-methoxyphenyl)methanone	164178-33-0	U1LNJ6NBKA	Cannabinoid Receptor Agonists	Compounds that interact with and stimulate the activity of CANNABINOID RECEPTORS. (See all compounds classified as Cannabinoid Receptor Agonists.)	
Iodoquinol	83-73-8	Iodoquinol	83-73-8	63W7IE88K8	Amebicides	Agents which are destructive to amebae, especially the parasitic species causing AMEBIASIS in man and animal. (See all compounds classified as Amebicides.)	Used in the treatment of amoebiasis.
iodoresiniferatoxin		Iodoresiniferatoxin	535974-91-5				
iodosulfuron		Iodosulfuron	185119-76-0	SQJ52ZS2AB	Herbicides	Pesticides used to destroy unwanted vegetation, especially various types of weeds, grasses (POACEAE), and woody plants. Some plants develop HERBICIDE RESISTANCE. (See all compounds classified as Herbicides.)	
iodosulpride	100038-54-8	Iodosulpride	100038-54-8				
Iofetamine	95896-48-3	Iofetamine	82691-33-6	C2A5X08042	Radiopharmaceuticals	Compounds that are used in medicine as sources of radiation for radiotherapy and for diagnostic purposes. They have numerous uses in research and industry. (Martindale, The Extra Pharmacopoeia, 30th ed, p1161) (See all compounds classified as Radiopharmaceuticals.)	
Iohexol	66108-95-0	Iohexol	66108-95-0	4419T9MX03	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	Iohexol ia used in myelography, arthrography, nephroangiography, arteriography, and other radiographic procedures.
iomeprol	78649-41-9	Iomeprol	78649-41-9	17E17JBP8L	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	
Ionic Liquids		Ionic Liquids					
Ionomycin	56092-81-0	Ionomycin	56092-81-0	54V905V6AT	Calcium Ionophores	Chemical agents that increase the permeability of CELL MEMBRANES to CALCIUM ions. (See all compounds classified as Calcium Ionophores.)	
Ionophores		Ionophores					
Ions		Ions					
Iopamidol	62883-00-5	Bracco 15000	60208-45-9				
Iopanoic Acid	96-83-3	Iopanoic Acid	96-83-3	FE9794P71J	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	
iopromide		Iopromide	73334-07-3	712BAC33MZ	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	Iopromide, as the product IOVIST, is approved by the FDA for use as an intra-arterial or intravenous X-ray contrast agent. For intra-arterial administration, iopromide is indicated for cerebral arteriography, peripheral arteriography, coronary arteriography, left ventriculography, visceral angiography, and aortography in adults and radiographic evaluation of cardiac chambers and related arteries in pediatric patients aged 2 years and older. For intravenous administration, iopromide is indicated for excretory urography in adults and pediatric patients aged 2 years and older, contrast Computed Tomography (CT) of the head and body (intrathoracic, intra-abdominal, and retroperitoneal regions) for the evaluation of neoplastic and non-neoplastic lesions in adults and pediatric patients aged 2 years and older, and contrast mammography to visualize known or suspected lesions of the breast in adults, as an adjunct following mammography and/or ultrasound.  Iopromide is also approved by Health Canada as an intravascular contrasting agent, although the indications differ depending on the dosage. At 300 mg I/mL, iopromide is indicated for computed tomography (CT), excretory urography, pediatric excretory urography, renal arteriography, peripheral arteriography (bifemoral pelvis/leg), cerebral arteriography, phlebography of the extremities, and arthrography.
ioversol	87771-40-2	Ioversol	87771-40-2	N3RIB7X24K	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	As the product Optiray 300, the intra-arterial use of ioversol is indicated for cerebral arteriography and peripheral arteriography in adults, while its intravenous use is indicated for CT imaging of the head and body, venography, and intravenous excretory urography in adults.  As the product Optiray 320, the intra-arterial use of ioversol is indicated for cerebral arteriography, peripheral arteriography, visceral and renal arteriography, aortography, coronary arteriography, and left ventriculography in adults, and angiocardiography in pediatic patients. The intravenous use of this product is indicated for CT imaging of the head and body, venography, and intravenous excretory urography in adults and CT imaging of the head and body, and intravenous excretory urography in pediatric patients.  As the product Optiray 350, the intra-arterial use of ioversol is indicated for peripheral arteriography coronary arteriography, and left ventriculography in adults, and angiocardiography in pediatic patients. The intravenous use of this product is indicated for CT imaging of the head and body, venography, intravenous excretory urography, and intravenous digital subtraction angiography (IV-DSA) in adults and CT imaging of the head and body, and intravenous excretory urography in pediatric patients.
Ioxaglic Acid	59017-64-0	Ioxaglic acid	59017-64-0	Z40X7EI2AF	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	This medicinal product is for diagnostic use only in adults and children as a low-osmolality medium,.
ioxitalamic acid	28179-44-4	Ioxitalamic acid	28179-44-4	967RDI7Z6K	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	Ioxitalamate in both of its available forms is indicated for exploration of the digestive tract by tomodensitometry or by regular gastroduodenal radiography. Its use is restrained to the cases in which the administration of barium sulfate is not recommended or contraindicated. The intravascular administration of ioxitalamate is contraindicated as it may present significant side effects.
ioxynil	1689-83-4	Ioxynil	1689-83-4	8Y734M4V9E			
IPA-3 compound		IPA-3 compound					
ipatasertib		Ipatasertib	1001264-89-6	524Y3IB4HQ	Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	Treatment of breast cancer , Treatment of prostate cancer
Ipodate	5587-89-3	Ipodate	5587-89-3	F604ZKI910	Contrast Media	Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)	Iopodic acid is available as a cholecystographic agent. This denomination indicates the iopodic acid is a radiopaque substance that can be used to visualize the gallbladder and biliary channels in abdominal X-ray. An abdominal X-ray uses a minimal amount of ionizing radiation to produce pictures of the inside of the abdominal cavity. It is commonly used to evaluate the stomach, liver, intestines, and spleen.  Iopodic acid has also been indicated for the treatment of hyperthyroidism such as Graves disease. Hyperthyroidism refers to any condition where there is too much thyroid hormone produced in the body (overactive thyroid). When the overactivity involves the entire thyroid gland, it is known as Grave's disease.
Ipratropium	60205-81-4	Ipratropium	60205-81-4		Bronchodilator Agents	Agents that cause an increase in the expansion of a bronchus or bronchial tubes. (See all compounds classified as Bronchodilator Agents.)	Inhaled ipratropium is indicated in combination with inhaled beta-agonist systemic corticosteroids for the management of severe exacerbations of asthma flares requiring treatment.  Asthma exacerbations are characterized by a progressive increase in one or more of asthma symptoms accompanied by a decrease in expiratory flow.  As a single agent, ipratropium was indicated for the symptomatic relief of rhinorrhea associated with the common cold or seasonal allergic rhinitis for patients 5 years or older. It does not alleviate nasal congestion nor sneezing.  Rhinorrhea refers to recurrent or chronic watery nasal discharge. This condition is debilitating and its pathogenesis and etiology is complex and not very well understood presenting very substantial cost burden.  Additionally, ipratropium is indicated as a bronchodilator for maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease including chronic bronchitis and emphysema.  The chronic obstructive pulmonary disease includes a large number of conditions characterized by breathlessness. As this includes several conditions, the etiology, symptoms, and treatments are diverse.  Ipratropium has also been studied to be used for the treatment of sialorrhea.  Sialorrhea is a common symptom that accompanies different neurologic conditions and it is characterized by drooling or excessive salivation.
ipriflavone	35212-22-7	Ipriflavone	35212-22-7	80BJ7WN25Z			
iprodione	36734-19-7	Iprodione	36734-19-7	S3AYV2A6EU	Fungicides, Industrial	Chemicals that kill or inhibit the growth of fungi in agricultural applications, on wood, plastics, or other materials, in swimming pools, etc. (See all compounds classified as Fungicides, Industrial.)	
Iproniazid	54-92-2	Iproniazid	54-92-2	D892HFI3XA	Antidepressive Agents	Mood-stimulating drugs used primarily in the treatment of affective disorders and related conditions. Several MONOAMINE OXIDASE INHIBITORS are useful as antidepressants apparently as a long-term consequence of their modulation of catecholamine levels. The tricyclic compounds useful as antidepressive agents (ANTIDEPRESSIVE AGENTS, TRICYCLIC) also appear to act through brain catecholamine systems. A third group (ANTIDEPRESSIVE AGENTS, SECOND-GENERATION) is a diverse group of drugs including some that act specifically on serotonergic systems. (See all compounds classified as Antidepressive Agents.)	For the treatment of depression (originally intended to treat tuberculosis).
iproplatin	83291-20-7	Platinum(4+) chloride hydroxide--propan-2-amine (1/2/2/2)	62928-11-4				
IPS 339	60979-28-4	9H-Fluoren-9-one, O-(3-((1,1-dimethylethyl)amino)-2-hydroxypropyl)oxime, monohydrochloride	60979-28-4		Adrenergic beta-Antagonists	Drugs that bind to but do not activate beta-adrenergic receptors thereby blocking the actions of beta-adrenergic agonists. Adrenergic beta-antagonists are used for treatment of hypertension, cardiac arrhythmias, angina pectoris, glaucoma, migraine headaches, and anxiety. (See all compounds classified as Adrenergic beta-Antagonists.)	
ipsapirone	92589-98-5	Ipsapirone hydrochloride	92589-98-5	08R5U8PYVO	Anti-Anxiety Agents	Agents that alleviate ANXIETY, tension, and ANXIETY DISORDERS, promote sedation, and have a calming effect without affecting clarity of consciousness or neurologic conditions. ADRENERGIC BETA-ANTAGONISTS are commonly used in the symptomatic treatment of anxiety but are not included here. (See all compounds classified as Anti-Anxiety Agents.)	
iralukast	125617-94-9	Iralukast sodium	125617-94-9	NH3ZU6H7KE			
Irbesartan	138402-11-6	Irbesartan	138402-11-6	J0E2756Z7N	Antihypertensive Agents	Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)	Irbesartan is indicated to treat hypertension and diabetic nephropathy in hypertensive patients with type 2 diabetes, elevated serum creatinine, and proteinuria. A combination product with hydrochlorothiazide is indicated for hypertension in patients with uncontrolled hypertension with monotherapy or first line in patients not expected to be well controlled with monotherapy.
ircinin-1		2(5H)-Furanone, 5-(9-(5-(3-furanylmethyl)-3-furanyl)-2,6-dimethyl-6-nonenylidene)-	35731-89-6				
Irganox 1010	6683-19-8	Pentaerythritol tetrakis(3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate)	6683-19-8	255PIF62MS			
irgarol 1051	28159-98-0	Cybutryne	28159-98-0	E7B77O21GH			
Iridoid Glycosides		Iridoid Glycosides					
irigenin		Irigenin	548-76-5	6O4NX37350			
irilone		Irilone	41653-81-0	FB3FTT7LYK			
Irinotecan		Irinotecan	97682-44-5	7673326042	Topoisomerase I Inhibitors	Compounds that inhibit the activity of DNA TOPOISOMERASE I. (See all compounds classified as Topoisomerase I Inhibitors.)	For the treatment of metastatic colorectal cancer (first-line therapy when administered with 5-fluorouracil and leucovorin). Also used in combination with cisplatin for the treatment of extensive small cell lung cancer. Irinotecan is currently under investigation for the treatment of metastatic or recurrent cervical cancer. Also used in combination with fluorouracil and leucovorin for the treatment of patients with metastatic adenocarcinoma of the pancreas after disease progression following gemcitabine-based therapy.
irisflorentin		Irisflorentin	41743-73-1	JHL5KQ3BWA			
irofulven		Irofulven	158440-71-2	6B799IH05A	Radiation-Sensitizing Agents	Drugs used to potentiate the effectiveness of radiation therapy in destroying unwanted cells. (See all compounds classified as Radiation-Sensitizing Agents.)	Investigated for use/treatment in brain cancer, breast cancer, endometrial cancer, liver cancer, lung cancer, ovarian cancer, pancreatic cancer, pediatric indications, prostate cancer, and sarcoma.
Iron	7439-89-6	Iron	7439-89-6	E1UOL152H7			Used in preventing and treating iron-deficiency anemia.
Iron Carbonyl Compounds	13463-40-6	13463-40-6					
Iron Chelating Agents		Iron Chelating Agents					
Iron Compounds		Iron compounds					
iron pentacarbonyl		Iron pentacarbonyl	13463-40-6	6WQ62TAQ6Z			
iron protoporphyrin IX		Protoheme	104244-10-2	42VZT0U6YR			Used in the management of porphyria attacks, particularly in acute intermittent porphyria.
Iron-Dextran Complex	9004-66-4	Conferon	9004-66-4		Hematinics	Agents which improve the quality of the blood, increasing the hemoglobin level and the number of erythrocytes. They are used in the treatment of anemias. (See all compounds classified as Hematinics.)	
Iron, Dietary		Iron, Dietary					
iron(II)-ascorbic acid complex		iron(II)-ascorbic acid complex					
iron(III) meso-tetramesitylporphyrin		iron(III) meso-tetramesitylporphyrin					
iron(III)-ascorbic acid complex	91260-12-7	Fe(3+)-Ascorbate	91260-12-7				
irosustat		Irosustat	288628-05-7	366037O6O7			
iroxanadine		Iroxanadine	276690-58-5	6K69EJ1DL1			Investigated for use/treatment in atherosclerosis and vascular diseases as a cardioprotective agent. Its use has also been suggested for the prevention of early restenosis following vascular surgery or balloon angioplasty.
irsogladine	57381-26-7	Irsogladine	57381-26-7	QBX79NZC1D	Anti-Ulcer Agents	Various agents with different action mechanisms used to treat or ameliorate PEPTIC ULCER or irritation of the gastrointestinal tract. This has included ANTIBIOTICS to treat HELICOBACTER INFECTIONS; HISTAMINE H2 ANTAGONISTS to reduce GASTRIC ACID secretion; and ANTACIDS for symptomatic relief. (See all compounds classified as Anti-Ulcer Agents.)	
isamoltane	99740-06-4	Isamoltane	99740-06-4	214SP5P1EX	Serotonin 5-HT1 Receptor Antagonists	Drugs that bind to but do not activate SEROTONIN 5-HT1 RECEPTORS, thereby blocking the actions of SEROTONIN 5-HT1 RECEPTOR AGONISTS. Included under this heading are antagonists for one or more of the specific 5-HT1 receptor subtypes. (See all compounds classified as Serotonin 5-HT1 Receptor Antagonists.)	
Isatin	91-56-5	Isatin	91-56-5	82X95S7M06			
isazophos	42509-80-8	Isazofos	42509-80-8	CF67CG9STQ			
isepamicin		Isepamicin	58152-03-7	G7K224460P	Anti-Bacterial Agents	Substances that inhibit the growth or reproduction of BACTERIA. (See all compounds classified as Anti-Bacterial Agents.)	
Isethionic Acid	107-36-8	2-Hydroxyethanesulfonic acid	107-36-8	97J3QN9884			
ISIS104838		ISIS 104838					
isoalantolactone		Isoalantolactone	470-17-7	BYH07P620U			
isoalloxazine	490-59-5	Alloxazine	490-59-5	880W3VF9YW			
isoamyl acetate	123-92-2	Isoamyl acetate	123-92-2	Z135787824			
isoangustone A		Isoangustone A	129280-34-8	58NM254N9T			
isoascorbic acid	89-65-6	Erythorbic acid	89-65-6	311332OII1	Antioxidants	Naturally occurring or synthetic substances that inhibit or retard oxidation reactions. They counteract the damaging effects of oxidation in animal tissues. (See all compounds classified as Antioxidants.)	
isobavachalcone	20784-50-3	Isobavachalcone	20784-50-3	ZWO2SC993A			
isobavachin	31524-62-6	Isobavachin	31524-62-6				
isoborneol	10385-78-1	1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol	124-76-5				
isoborneol glucuronide	68296-69-5	Isoborneol glucuronide	68296-69-5				
isobutyl alcohol	78-83-1	Isobutanol	78-83-1	56F9Z98TEM			
isobutyl nitrite	542-56-3	Isobutyl nitrite	542-56-3	GW9WAB6QOM	Vasodilator Agents	Drugs used to cause dilation of the blood vessels. (See all compounds classified as Vasodilator Agents.)	
isobutyl-4-hydroxybenzoate	4247-02-3	Isobutyl 4-hydroxybenzoate	4247-02-3	0QQJ25X58G			
isobutylparaben		Isobutyl 4-hydroxybenzoate	4247-02-3	0QQJ25X58G			
isobutyraldehyde	78-84-2	Isobutyraldehyde	78-84-2	C42E28168L			
isobutyric acid	79-31-2	Isobutyric acid	79-31-2	8LL210O1U0			
isobutyronitrile	78-82-0	Isobutyronitrile	78-82-0	699AWF2WV2			
isobutyryl-coenzyme A	15621-60-0	isobutyryl-CoA	15621-60-0				
isocaproaldehyde	1119-16-0	4-Methylpentanal	1119-16-0	T0AO9E93RH			
isocaproic acid	646-07-1	4-Methylpentanoic acid	646-07-1	4G4U8JA28T			
isocarbophos		Isocarbophos	24353-61-5	7741NPW06X	Insecticides	Pesticides designed to control insects that are harmful to man. The insects may be directly harmful, as those acting as disease vectors, or indirectly harmful, as destroyers of crops, food products, or textile fabrics. (See all compounds classified as Insecticides.)	
Isocarboxazid	59-63-2	Isocarboxazid	59-63-2	34237V843T	Antidepressive Agents	Mood-stimulating drugs used primarily in the treatment of affective disorders and related conditions. Several MONOAMINE OXIDASE INHIBITORS are useful as antidepressants apparently as a long-term consequence of their modulation of catecholamine levels. The tricyclic compounds useful as antidepressive agents (ANTIDEPRESSIVE AGENTS, TRICYCLIC) also appear to act through brain catecholamine systems. A third group (ANTIDEPRESSIVE AGENTS, SECOND-GENERATION) is a diverse group of drugs including some that act specifically on serotonergic systems. (See all compounds classified as Antidepressive Agents.)	Isocarboxazid is indicated for the treatment of the enduring and debilitating symptoms of depression that have not responded to other antidepressant drugs. Depression is a common but serious mood disorder. The patient will present changes in its feelings, thoughts, and ability to handle everyday activities. For a mood disorder to be considered as depression, the symptoms should be present for at least two weeks.
isoconazole	27523-40-6	Isoconazole	27523-40-6	GRI7WFR424	Antifungal Agents	Substances that destroy fungi by suppressing their ability to grow or reproduce. They differ from FUNGICIDES, INDUSTRIAL because they defend against fungi present in human or animal tissues. (See all compounds classified as Antifungal Agents.)	
isocoproporphyrin	36548-09-1	Isocoproporphyrin	36548-09-1				
isocoumarin NM-3		2-(8-Hydroxy-6-methoxy-1-oxo-1H-isochromen-3-yl)propionic acid	181427-78-1	5797K23F95			
isocupressic acid	1909-91-7	Isocupressic acid	1909-91-7	6DV5EL78HE			
Isocyanates		Cyanate	71000-82-3	YML51WA0FW			
isocytisoside	4328-19-2	Isocytisoside	4328-19-2				
Isoetharine	530-08-5	Isoetharine	530-08-5		Bronchodilator Agents	Agents that cause an increase in the expansion of a bronchus or bronchial tubes. (See all compounds classified as Bronchodilator Agents.)	For the treatment of asthma, wheezing, and chronic asthmatic bronchitis.
isoeugenol	97-54-1	Isoeugenol	97-54-1	28FSR1NAY4			Isoeugenol is approved by the FDA for use within allergenic epicutaneous patch tests which are indicated for use as an aid in the diagnosis of allergic contact dermatitis (ACD) in persons 6 years of age and older.
isofagomine		Afegostat	169105-89-9	G23AP190YS			
isofenphos	25311-71-1	Isofenphos	25311-71-1	0514MAW53A	Insecticides	Pesticides designed to control insects that are harmful to man. The insects may be directly harmful, as those acting as disease vectors, or indirectly harmful, as destroyers of crops, food products, or textile fabrics. (See all compounds classified as Insecticides.)	
isoflavanone	4737-27-3	Isoflavanone	4737-27-3				
Isoflavones		Isoflavones					
Isoflurane	26675-46-7	Isoflurane	26675-46-7	CYS9AKD70P	Anesthetics, Inhalation	Gases or volatile liquids that vary in the rate at which they induce anesthesia; potency; the degree of circulation, respiratory, or neuromuscular depression they produce; and analgesic effects. Inhalation anesthetics have advantages over intravenous agents in that the depth of anesthesia can be changed rapidly by altering the inhaled concentration. Because of their rapid elimination, any postoperative respiratory depression is of relatively short duration. (From AMA Drug Evaluations Annual, 1994, p173) (See all compounds classified as Anesthetics, Inhalation.)	For induction and maintenance of general anesthesia.
Isoflurophate	55-91-4	Isoflurophate	55-91-4	12UHW9R67N	Cholinesterase Inhibitors	Drugs that inhibit cholinesterases. The neurotransmitter ACETYLCHOLINE is rapidly hydrolyzed, and thereby inactivated, by cholinesterases. When cholinesterases are inhibited, the action of endogenously released acetylcholine at cholinergic synapses is potentiated. Cholinesterase inhibitors are widely used clinically for their potentiation of cholinergic inputs to the gastrointestinal tract and urinary bladder, the eye, and skeletal muscles; they are also used for their effects on the heart and the central nervous system. (See all compounds classified as Cholinesterase Inhibitors.)	For use in the eye to treat certain types of glaucoma and other eye conditions, such as accommodative esotropia.
isohelenin		Isohelenin	470-17-7				
isoimperatorin		Isoimperatorin	482-45-1	0ZMV066080			
Isoindoles		Isoindoles					
isolariciresinol	548-29-8	Isolariciresinol, (+)-	548-29-8	FRJ46XRJ28			
Isoleucine	73-32-5	l-Isoleucine	73-32-5	5HX0BYT4E3			The branched-chain amino acids may have antihepatic encephalopathy activity in some. They may also have anticatabolic and antitardive dyskinesia activity.
isoleucyl-glutamyl-threonyl-aspartic acid fluoromethyl ketone		isoleucyl-glutamyl-threonyl-aspartic acid fluoromethyl ketone					
isolevin	54750-10-6	Isoproterenol tartrate, (-)-	54750-10-6	I172M2811Q			
isoliensinine		Isoliensinine	6817-41-0				
isoline		Isoline	30000-36-3	KGE82EDN24			
isoliquiritigenin	961-29-5	Trihydroxychalcone	961-29-5	B9CTI9GB8F	Enzyme Inhibitors	Compounds or agents that combine with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction. (See all compounds classified as Enzyme Inhibitors.)	
isoliquiritigenin 2'-methyl ether		isoliquiritigenin 2'-methyl ether					
